,Load [kWh/h],PV output [kWh/h,Prices [NOK/kWh]
4716,1.39,0.06,0.12
4717,0.9,0.06,0.11
4718,0.83,0.07,0.11
4719,1.93,0.06,0.1
4720,1.25,0.05,0.1
4721,1.77,0.03,0.1
4722,2.38,0.02,0.1
4723,0.84,0.01,0.1
4724,1.62,0.01,0.1
4725,0.84,0.0,0.1
4726,0.98,0.0,0.1
4727,1.56,0.0,0.09
4728,0.94,0.0,0.08
4729,0.89,0.0,0.08
4730,0.88,0.0,0.07
4731,0.86,0.0,0.06
4732,1.06,0.01,0.06
4733,1.28,0.02,0.07
4734,0.89,0.03,0.09
4735,0.94,0.09,0.1
4736,1.56,0.14,0.11
4737,1.72,0.11,0.11
4738,2.0,0.2,0.11
4739,1.78,0.21,0.11
4740,2.1,0.33,0.1
4741,0.83,0.66,0.1
4742,1.35,0.68,0.1
4743,3.28,0.54,0.09
4744,1.78,0.41,0.09
4745,2.75,0.25,0.09
4746,2.82,0.14,0.09
4747,1.76,0.06,0.09
4748,1.13,0.01,0.08
4749,1.13,0.0,0.08
4750,1.71,0.0,0.08
4751,1.23,0.0,0.07
4752,0.81,0.0,0.07
4753,0.79,0.0,0.06
4754,1.04,0.0,0.06
4755,1.04,0.0,0.05
4756,0.77,0.01,0.05
4757,0.77,0.01,0.05
4758,0.72,0.02,0.06
4759,1.31,0.04,0.06
4760,0.99,0.05,0.07
4761,1.37,0.07,0.07
4762,0.91,0.18,0.07
4763,0.86,0.16,0.06
4764,1.38,0.05,0.06
4765,1.01,0.07,0.05
4766,1.11,0.13,0.04
4767,1.94,0.21,0.04
4768,1.16,0.07,0.04
4769,2.97,0.07,0.05
4770,2.74,0.09,0.05
4771,2.71,0.05,0.05
4772,1.08,0.01,0.06
4773,1.63,0.0,0.06
4774,1.74,0.0,0.07
4775,1.06,0.0,0.06
4776,1.7,0.0,0.06
4777,0.8,0.0,0.06
4778,0.75,0.0,0.06
4779,0.77,0.0,0.05
4780,0.77,0.01,0.04
4781,1.33,0.02,0.05
4782,0.74,0.05,0.06
4783,0.78,0.1,0.07
4784,0.79,0.17,0.08
4785,2.27,0.24,0.09
4786,2.86,0.29,0.09
4787,1.54,0.25,0.09
4788,0.7,0.49,0.09
4789,0.85,0.34,0.09
4790,1.2,0.35,0.09
4791,0.79,0.11,0.09
4792,1.06,0.09,0.09
4793,1.1,0.07,0.1
4794,1.07,0.08,0.1
4795,1.46,0.03,0.1
4796,1.48,0.02,0.1
4797,1.37,0.0,0.09
4798,0.81,0.0,0.09
4799,0.97,0.0,0.08
4800,2.35,0.0,0.08
4801,0.59,0.0,0.08
4802,0.54,0.0,0.07
4803,0.84,0.0,0.07
4804,0.93,0.02,0.06
4805,0.56,0.04,0.07
4806,0.55,0.08,0.07
4807,1.24,0.13,0.08
4808,0.72,0.25,0.09
4809,1.29,0.44,0.09
4810,0.68,0.31,0.09
4811,2.21,0.35,0.09
4812,1.09,0.39,0.09
4813,1.15,0.23,0.09
4814,1.44,0.14,0.08
4815,2.1,0.2,0.08
4816,2.35,0.19,0.08
4817,1.99,0.1,0.09
4818,0.82,0.08,0.11
4819,2.54,0.04,0.1
4820,1.05,0.01,0.1
4821,1.57,0.0,0.1
4822,0.79,0.0,0.1
4823,0.74,0.0,0.09
4824,1.33,0.0,0.08
4825,0.57,0.0,0.08
4826,0.57,0.0,0.07
4827,0.6,0.0,0.07
4828,1.05,0.01,0.06
4829,0.62,0.09,0.06
4830,0.55,0.19,0.07
4831,0.62,0.31,0.08
4832,1.5,0.36,0.08
4833,0.66,0.47,0.09
4834,0.65,0.53,0.09
4835,0.64,0.52,0.08
4836,2.36,0.63,0.08
4837,0.84,0.15,0.08
4838,1.5,0.14,0.08
4839,1.3,0.18,0.08
4840,0.99,0.11,0.08
4841,2.1,0.11,0.08
4842,1.77,0.05,0.08
4843,1.94,0.03,0.08
4844,2.45,0.01,0.08
4845,1.28,0.0,0.08
4846,1.08,0.0,0.08
4847,1.05,0.0,0.08
4848,1.43,0.0,0.08
4849,0.79,0.0,0.07
4850,0.75,0.0,0.07
4851,0.79,0.01,0.07
4852,1.3,0.01,0.06
4853,0.73,0.04,0.07
4854,0.79,0.06,0.08
4855,0.73,0.09,0.09
4856,1.22,0.11,0.09
4857,1.22,0.15,0.1
4858,0.85,0.21,0.1
4859,1.38,0.13,0.1
4860,3.14,0.19,0.09
4861,0.97,0.07,0.09
4862,1.64,0.13,0.09
4863,0.89,0.22,0.09
4864,0.97,0.21,0.09
4865,2.04,0.04,0.09
4866,1.32,0.04,0.1
4867,1.45,0.02,0.1
4868,1.14,0.01,0.1
4869,1.04,0.0,0.09
4870,0.94,0.0,0.09
4871,1.21,0.0,0.09
4872,0.54,0.0,0.08
4873,0.56,0.0,0.08
4874,0.57,0.0,0.07
4875,1.39,0.0,0.06
4876,0.51,0.02,0.06
4877,0.59,0.03,0.07
4878,0.52,0.06,0.08
4879,0.53,0.13,0.08
4880,1.56,0.11,0.09
4881,1.5,0.13,0.09
4882,1.52,0.18,0.09
4883,0.9,0.08,0.09
4884,0.83,0.09,0.09
4885,0.91,0.1,0.09
4886,0.56,0.11,0.09
4887,0.85,0.06,0.08
4888,1.07,0.07,0.08
4889,1.57,0.02,0.09
4890,1.35,0.01,0.09
4891,1.6,0.01,0.09
4892,1.12,0.0,0.09
4893,1.6,0.0,0.09
4894,1.35,0.0,0.09
4895,1.36,0.0,0.08
4896,0.57,0.0,0.08
4897,0.6,0.0,0.08
4898,0.53,0.0,0.07
4899,1.04,0.0,0.07
4900,0.7,0.01,0.07
4901,0.58,0.02,0.07
4902,0.54,0.04,0.08
4903,0.74,0.08,0.09
4904,1.94,0.14,0.09
4905,0.8,0.19,0.09
4906,0.94,0.16,0.09
4907,1.61,0.49,0.09
4908,0.82,0.33,0.09
4909,1.86,0.68,0.09
4910,0.84,0.62,0.09
4911,2.1,0.44,0.09
4912,2.09,0.4,0.09
4913,2.18,0.3,0.09
4914,2.21,0.18,0.09
4915,1.56,0.08,0.09
4916,0.92,0.02,0.09
4917,0.99,0.0,0.09
4918,1.36,0.0,0.09
4919,1.11,0.0,0.08
4920,0.69,0.0,0.07
4921,0.63,0.0,0.07
4922,1.2,0.0,0.06
4923,0.58,0.0,0.05
4924,0.6,0.01,0.04
4925,0.56,0.05,0.04
4926,0.59,0.13,0.04
4927,1.5,0.3,0.04
4928,0.66,0.33,0.05
4929,0.72,0.31,0.06
4930,1.36,0.62,0.07
4931,2.44,0.68,0.07
4932,2.79,0.36,0.06
4933,3.18,0.65,0.06
4934,2.96,0.38,0.05
4935,1.04,0.29,0.05
4936,1.69,0.39,0.06
4937,0.89,0.27,0.07
4938,2.9,0.18,0.07
4939,2.48,0.1,0.07
4940,1.0,0.03,0.07
4941,1.36,0.0,0.06
4942,1.15,0.0,0.06
4943,2.06,0.0,0.05
4944,0.56,0.0,0.03
4945,0.64,0.0,0.03
4946,1.19,0.0,0.03
4947,0.6,0.0,0.02
4948,0.55,0.01,0.02
4949,0.59,0.03,0.02
4950,0.55,0.08,0.02
4951,1.34,0.1,0.02
4952,0.68,0.17,0.03
4953,2.61,0.22,0.03
4954,1.62,0.28,0.03
4955,1.37,0.09,0.03
4956,1.4,0.14,0.03
4957,2.39,0.12,0.03
4958,1.45,0.09,0.03
4959,1.69,0.06,0.03
4960,0.73,0.03,0.03
4961,0.65,0.03,0.04
4962,0.65,0.01,0.05
4963,1.21,0.01,0.06
4964,0.76,0.0,0.07
4965,2.72,0.0,0.07
4966,2.23,0.0,0.07
4967,0.81,0.0,0.07
4968,0.59,0.0,0.07
4969,1.18,0.0,0.06
4970,0.56,0.0,0.06
4971,0.65,0.0,0.06
4972,0.58,0.01,0.06
4973,0.97,0.01,0.07
4974,0.8,0.02,0.08
4975,0.58,0.04,0.09
4976,1.18,0.06,0.09
4977,1.45,0.09,0.1
4978,2.76,0.11,0.1
4979,1.76,0.07,0.1
4980,1.74,0.07,0.1
4981,1.54,0.13,0.09
4982,1.68,0.18,0.09
4983,1.55,0.26,0.09
4984,2.92,0.16,0.09
4985,1.86,0.08,0.09
4986,1.78,0.04,0.09
4987,1.72,0.02,0.09
4988,1.35,0.01,0.09
4989,1.51,0.0,0.09
4990,2.05,0.0,0.08
4991,1.17,0.0,0.08
4992,1.58,0.0,0.07
4993,0.58,0.0,0.07
4994,0.55,0.0,0.07
4995,1.27,0.0,0.07
4996,0.52,0.01,0.06
4997,0.59,0.03,0.07
4998,0.54,0.12,0.08
4999,0.88,0.34,0.09
5000,1.3,0.35,0.09
5001,1.25,0.4,0.1
5002,1.87,0.69,0.1
5003,0.92,0.65,0.1
5004,1.48,0.47,0.1
5005,0.66,0.62,0.09
5006,0.57,0.65,0.09
5007,0.55,0.49,0.09
5008,0.56,0.45,0.09
5009,1.16,0.24,0.09
5010,0.82,0.16,0.09
5011,3.79,0.03,0.09
5012,1.29,0.01,0.08
5013,1.11,0.0,0.08
5014,1.19,0.0,0.08
5015,0.85,0.0,0.08
5016,1.33,0.0,0.07
5017,0.59,0.0,0.06
5018,0.58,0.0,0.05
5019,0.61,0.0,0.04
5020,1.14,0.01,0.04
5021,0.59,0.03,0.05
5022,0.53,0.04,0.07
5023,0.58,0.15,0.07
5024,0.93,0.44,0.08
5025,1.34,0.3,0.08
5026,1.46,0.58,0.09
5027,2.21,0.58,0.09
5028,3.32,0.63,0.08
5029,1.91,0.65,0.08
5030,2.89,0.53,0.08
5031,1.27,0.51,0.07
5032,0.53,0.32,0.07
5033,0.56,0.25,0.07
5034,1.03,0.15,0.07
5035,0.64,0.07,0.07
5036,0.56,0.02,0.07
5037,0.51,0.0,0.07
5038,0.56,0.0,0.07
5039,0.57,0.0,0.06
5040,1.08,0.0,0.06
5041,0.53,0.0,0.05
5042,0.56,0.0,0.04
5043,0.55,0.0,0.04
5044,0.6,0.0,0.04
5045,1.04,0.01,0.04
5046,0.58,0.03,0.05
5047,0.51,0.05,0.07
5048,0.58,0.08,0.07
5049,0.5,0.16,0.08
5050,0.59,0.1,0.09
5051,1.11,0.11,0.09
5052,0.52,0.17,0.08
5053,0.56,0.1,0.08
5054,0.54,0.12,0.08
5055,0.55,0.06,0.07
5056,0.66,0.05,0.07
5057,1.71,0.04,0.07
5058,1.0,0.05,0.07
5059,0.63,0.01,0.06
5060,0.66,0.0,0.06
5061,0.74,0.0,0.06
5062,0.93,0.0,0.06
5063,0.54,0.0,0.05
5064,0.58,0.0,0.04
5065,0.53,0.0,0.03
5066,0.59,0.0,0.03
5067,0.6,0.0,0.03
5068,1.16,0.01,0.03
5069,0.6,0.02,0.03
5070,0.54,0.04,0.04
5071,0.58,0.13,0.06
5072,0.57,0.13,0.07
5073,0.55,0.15,0.07
5074,0.6,0.27,0.07
5075,1.14,0.36,0.07
5076,0.54,0.27,0.07
5077,0.59,0.31,0.07
5078,0.56,0.35,0.06
5079,0.57,0.4,0.06
5080,1.28,0.25,0.06
5081,2.35,0.3,0.06
5082,1.96,0.04,0.07
5083,0.65,0.01,0.07
5084,0.62,0.0,0.07
5085,0.84,0.0,0.07
5086,0.81,0.0,0.07
5087,1.12,0.0,0.06
5088,0.48,0.0,0.06
5089,0.41,0.0,0.04
5090,0.47,0.0,0.04
5091,0.47,0.0,0.04
5092,0.43,0.01,0.04
5093,1.01,0.03,0.04
5094,0.47,0.05,0.04
5095,0.45,0.06,0.04
5096,0.43,0.32,0.05
5097,0.46,0.3,0.06
5098,1.0,0.44,0.07
5099,1.56,0.3,0.07
5100,0.47,0.69,0.06
5101,1.07,0.54,0.06
5102,2.16,0.64,0.06
5103,0.51,0.51,0.06
5104,0.45,0.37,0.06
5105,0.57,0.25,0.06
5106,0.57,0.14,0.07
5107,1.95,0.06,0.07
5108,1.21,0.01,0.07
5109,0.5,0.0,0.07
5110,0.49,0.0,0.07
5111,0.57,0.0,0.06
5112,1.01,0.0,0.06
5113,0.52,0.0,0.05
5114,0.48,0.0,0.05
5115,0.45,0.0,0.04
5116,0.52,0.01,0.04
5117,0.49,0.06,0.04
5118,1.04,0.16,0.04
5119,0.51,0.28,0.05
5120,0.46,0.39,0.06
5121,0.55,0.5,0.07
5122,0.46,0.6,0.07
5123,0.68,0.59,0.07
5124,1.05,0.65,0.07
5125,0.48,0.53,0.07
5126,0.81,0.45,0.06
5127,0.47,0.13,0.06
5128,0.53,0.27,0.06
5129,1.23,0.25,0.06
5130,0.63,0.15,0.07
5131,0.56,0.06,0.07
5132,0.74,0.02,0.07
5133,0.97,0.0,0.08
5134,0.48,0.0,0.07
5135,0.5,0.0,0.07
5136,0.53,0.0,0.07
5137,0.47,0.0,0.06
5138,0.53,0.0,0.05
5139,1.06,0.0,0.05
5140,0.55,0.0,0.05
5141,0.42,0.02,0.06
5142,0.52,0.06,0.07
5143,0.49,0.16,0.07
5144,0.48,0.08,0.08
5145,1.09,0.1,0.08
5146,0.51,0.33,0.08
5147,0.56,0.52,0.08
5148,0.48,0.71,0.08
5149,0.5,0.6,0.08
5150,1.12,0.61,0.08
5151,0.48,0.48,0.08
5152,2.12,0.29,0.08
5153,0.66,0.22,0.08
5154,0.65,0.12,0.08
5155,0.6,0.04,0.08
5156,1.12,0.01,0.08
5157,0.5,0.0,0.07
5158,0.46,0.0,0.07
5159,0.51,0.0,0.06
5160,0.54,0.0,0.04
5161,0.45,0.0,0.03
5162,1.07,0.0,0.03
5163,0.53,0.0,0.03
5164,0.5,0.01,0.04
5165,0.49,0.04,0.04
5166,0.5,0.15,0.07
5167,0.86,0.26,0.08
5168,0.71,0.38,0.08
5169,0.51,0.47,0.08
5170,0.52,0.55,0.08
5171,0.51,0.48,0.08
5172,0.49,0.38,0.07
5173,0.52,0.15,0.07
5174,1.15,0.38,0.07
5175,0.9,0.19,0.07
5176,0.79,0.18,0.07
5177,0.77,0.08,0.07
5178,0.83,0.03,0.08
5179,1.23,0.01,0.08
5180,0.54,0.0,0.08
5181,0.57,0.0,0.08
5182,0.56,0.0,0.08
5183,0.55,0.0,0.07
5184,0.55,0.0,0.04
5185,1.16,0.0,0.03
5186,0.52,0.0,0.03
5187,0.57,0.0,0.03
5188,0.54,0.0,0.03
5189,0.55,0.0,0.04
5190,0.52,0.01,0.07
5191,0.91,0.01,0.08
5192,0.72,0.02,0.08
5193,0.54,0.04,0.08
5194,0.6,0.13,0.09
5195,1.33,0.24,0.08
5196,1.73,0.38,0.08
5197,0.55,0.28,0.08
5198,0.57,0.51,0.08
5199,0.53,0.25,0.08
5200,1.52,0.21,0.08
5201,0.56,0.02,0.08
5202,0.65,0.0,0.08
5203,0.66,0.0,0.08
5204,1.15,0.0,0.08
5205,0.56,0.0,0.08
5206,0.49,0.0,0.08
5207,0.59,0.0,0.07
5208,0.51,0.0,0.06
5209,0.56,0.0,0.05
5210,1.11,0.0,0.04
5211,0.57,0.0,0.04
5212,0.51,0.01,0.04
5213,0.55,0.03,0.05
5214,0.51,0.05,0.07
5215,0.54,0.23,0.08
5216,1.12,0.26,0.09
5217,0.51,0.27,0.09
5218,0.59,0.22,0.09
5219,0.52,0.62,0.09
5220,0.6,0.56,0.09
5221,0.64,0.58,0.09
5222,1.06,0.45,0.09
5223,1.03,0.34,0.09
5224,0.77,0.29,0.08
5225,1.1,0.1,0.08
5226,0.58,0.09,0.09
5227,0.83,0.05,0.08
5228,0.75,0.01,0.08
5229,0.92,0.0,0.08
5230,0.51,0.0,0.07
5231,0.55,0.0,0.06
5232,0.51,0.0,0.05
5233,0.52,0.0,0.05
5234,0.53,0.0,0.05
5235,1.09,0.0,0.04
5236,0.55,0.0,0.04
5237,0.51,0.03,0.05
5238,0.52,0.12,0.07
5239,0.53,0.27,0.08
5240,0.86,0.37,0.09
5241,0.92,0.39,0.11
5242,0.71,0.37,0.11
5243,0.62,0.55,0.11
5244,0.52,0.31,0.1
5245,0.52,0.37,0.09
5246,0.55,0.13,0.08
5247,1.04,0.01,0.08
5248,0.65,0.04,0.08
5249,0.54,0.01,0.08
5250,0.5,0.01,0.08
5251,1.1,0.01,0.08
5252,0.5,0.0,0.08
5253,0.54,0.0,0.08
5254,0.72,0.0,0.08
5255,0.71,0.0,0.06
5256,0.6,0.0,0.05
5257,1.09,0.0,0.05
5258,0.49,0.0,0.05
5259,0.56,0.0,0.04
5260,0.51,0.01,0.04
5261,0.52,0.04,0.04
5262,0.54,0.04,0.04
5263,0.79,0.04,0.05
5264,1.11,0.11,0.05
5265,0.58,0.24,0.06
5266,1.04,0.29,0.06
5267,0.92,0.37,0.06
5268,1.25,0.07,0.06
5269,0.6,0.1,0.06
5270,0.51,0.12,0.06
5271,0.63,0.2,0.05
5272,1.13,0.11,0.05
5273,0.61,0.03,0.06
5274,2.05,0.01,0.06
5275,1.34,0.02,0.06
5276,2.5,0.0,0.06
5277,1.18,0.0,0.06
5278,2.37,0.0,0.05
5279,2.31,0.0,0.05
5280,1.7,0.0,0.05
5281,0.59,0.0,0.04
5282,0.52,0.0,0.04
5283,1.06,0.0,0.03
5284,0.68,0.0,0.03
5285,0.57,0.02,0.03
5286,0.56,0.02,0.04
5287,0.55,0.03,0.05
5288,0.97,0.04,0.06
5289,0.78,0.08,0.06
5290,2.3,0.22,0.07
5291,1.15,0.33,0.07
5292,2.54,0.52,0.07
5293,2.36,0.5,0.07
5294,1.42,0.38,0.07
5295,2.53,0.23,0.07
5296,2.9,0.21,0.07
5297,1.48,0.1,0.08
5298,2.18,0.03,0.08
5299,1.56,0.02,0.09
5300,0.98,0.0,0.09
5301,1.97,0.0,0.09
5302,1.01,0.0,0.08
5303,2.23,0.0,0.08
5304,0.62,0.0,0.07
5305,0.59,0.0,0.07
5306,0.62,0.0,0.07
5307,0.79,0.0,0.07
5308,0.95,0.01,0.07
5309,0.61,0.02,0.06
5310,0.58,0.04,0.07
5311,0.92,0.12,0.09
5312,1.48,0.16,0.09
5313,0.79,0.2,0.1
5314,0.6,0.21,0.09
5315,0.63,0.31,0.09
5316,1.21,0.49,0.09
5317,1.75,0.43,0.09
5318,1.84,0.51,0.09
5319,2.42,0.41,0.09
5320,0.67,0.29,0.08
5321,0.98,0.16,0.08
5322,1.71,0.04,0.08
5323,1.76,0.02,0.08
5324,1.88,0.0,0.08
5325,1.69,0.0,0.08
5326,0.77,0.0,0.08
5327,0.59,0.0,0.07
5328,1.26,0.0,0.07
5329,0.59,0.0,0.07
5330,0.56,0.0,0.06
5331,0.59,0.0,0.06
5332,1.12,0.0,0.06
5333,0.55,0.02,0.06
5334,0.6,0.05,0.07
5335,0.57,0.08,0.08
5336,1.17,0.12,0.09
5337,0.66,0.29,0.09
5338,0.84,0.41,0.09
5339,0.63,0.59,0.09
5340,1.17,0.27,0.08
5341,0.74,0.07,0.08
5342,0.8,0.03,0.08
5343,2.83,0.07,0.08
5344,1.65,0.25,0.08
5345,1.35,0.07,0.08
5346,1.93,0.02,0.08
5347,2.38,0.03,0.08
5348,0.89,0.0,0.08
5349,1.08,0.0,0.08
5350,1.42,0.0,0.08
5351,0.69,0.0,0.07
5352,0.63,0.0,0.05
5353,1.23,0.0,0.05
5354,0.72,0.0,0.05
5355,0.59,0.0,0.05
5356,0.59,0.0,0.05
5357,0.65,0.01,0.06
5358,1.36,0.04,0.08
5359,0.59,0.07,0.09
5360,0.6,0.1,0.09
5361,0.92,0.33,0.09
5362,1.21,0.25,0.09
5363,0.87,0.21,0.09
5364,0.65,0.24,0.09
5365,0.68,0.09,0.09
5366,1.28,0.1,0.09
5367,2.04,0.18,0.09
5368,1.26,0.13,0.09
5369,1.89,0.14,0.09
5370,2.34,0.03,0.09
5371,2.6,0.01,0.09
5372,4.01,0.0,0.09
5373,1.23,0.0,0.09
5374,0.95,0.0,0.09
5375,1.28,0.0,0.08
5376,0.81,0.0,0.08
5377,0.57,0.0,0.08
5378,0.61,0.0,0.08
5379,0.58,0.0,0.08
5380,0.85,0.0,0.08
5381,0.87,0.01,0.08
5382,0.67,0.04,0.08
5383,0.59,0.07,0.08
5384,1.22,0.15,0.09
5385,0.61,0.19,0.09
5386,0.61,0.17,0.09
5387,0.66,0.4,0.09
5388,1.28,0.42,0.09
5389,0.76,0.33,0.09
5390,2.94,0.33,0.09
5391,2.57,0.19,0.09
5392,1.61,0.18,0.09
5393,1.59,0.1,0.09
5394,1.12,0.05,0.09
5395,1.55,0.03,0.09
5396,0.85,0.0,0.09
5397,0.82,0.0,0.1
5398,1.17,0.0,0.1
5399,1.12,0.0,0.09
5400,1.66,0.0,0.08
5401,0.69,0.0,0.08
5402,0.68,0.0,0.07
5403,0.65,0.0,0.07
5404,1.28,0.01,0.07
5405,0.63,0.02,0.08
5406,0.65,0.11,0.09
5407,0.62,0.21,0.11
5408,1.44,0.34,0.11
5409,2.79,0.33,0.12
5410,1.42,0.5,0.12
5411,1.05,0.54,0.11
5412,1.27,0.58,0.11
5413,1.58,0.54,0.11
5414,0.74,0.44,0.1
5415,0.65,0.36,0.09
5416,0.67,0.25,0.09
5417,3.6,0.18,0.09
5418,1.44,0.1,0.09
5419,0.75,0.03,0.09
5420,0.71,0.0,0.09
5421,1.4,0.0,0.09
5422,0.85,0.0,0.08
5423,0.74,0.0,0.08
5424,0.64,0.0,0.09
5425,0.51,0.0,0.08
5426,1.14,0.0,0.08
5427,0.56,0.0,0.08
5428,0.54,0.0,0.08
5429,0.58,0.01,0.09
5430,0.57,0.12,0.08
5431,0.76,0.23,0.09
5432,2.03,0.33,0.1
5433,1.26,0.43,0.11
5434,2.44,0.5,0.11
5435,1.7,0.56,0.11
5436,0.82,0.57,0.11
5437,1.07,0.54,0.11
5438,1.86,0.48,0.1
5439,1.6,0.37,0.1
5440,0.9,0.27,0.1
5441,1.53,0.18,0.1
5442,0.95,0.09,0.1
5443,1.06,0.02,0.1
5444,1.78,0.0,0.1
5445,0.99,0.0,0.1
5446,1.76,0.0,0.1
5447,2.04,0.0,0.1
5448,0.75,0.0,0.09
5449,0.74,0.0,0.09
5450,0.74,0.0,0.09
5451,1.03,0.0,0.09
5452,0.99,0.0,0.08
5453,0.75,0.01,0.08
5454,0.89,0.11,0.09
5455,1.99,0.22,0.09
5456,1.01,0.33,0.1
5457,0.7,0.42,0.11
5458,1.36,0.51,0.11
5459,0.69,0.56,0.11
5460,0.75,0.57,0.11
5461,0.73,0.54,0.11
5462,0.75,0.48,0.11
5463,1.29,0.39,0.1
5464,0.7,0.29,0.1
5465,0.76,0.18,0.1
5466,1.39,0.09,0.11
5467,0.93,0.02,0.11
5468,2.15,0.0,0.11
5469,0.82,0.0,0.11
5470,0.79,0.0,0.11
5471,0.71,0.0,0.1
5472,1.35,0.0,0.09
5473,0.7,0.0,0.08
5474,0.78,0.0,0.07
5475,0.72,0.0,0.07
5476,0.73,0.0,0.07
5477,1.3,0.01,0.09
5478,0.6,0.1,0.09
5479,0.58,0.21,0.12
5480,1.12,0.32,0.12
5481,0.57,0.42,0.12
5482,0.53,0.49,0.12
5483,0.57,0.54,0.12
5484,0.53,0.55,0.12
5485,0.56,0.51,0.12
5486,1.09,0.47,0.12
5487,0.71,0.38,0.11
5488,0.58,0.28,0.11
5489,0.6,0.17,0.12
5490,0.67,0.05,0.11
5491,1.14,0.01,0.11
5492,1.47,0.0,0.11
5493,1.9,0.0,0.11
5494,0.84,0.0,0.1
5495,0.71,0.0,0.08
5496,1.33,0.0,0.09
5497,0.53,0.0,0.08
5498,0.5,0.0,0.08
5499,0.55,0.0,0.08
5500,0.52,0.0,0.08
5501,1.21,0.01,0.09
5502,0.65,0.1,0.1
5503,0.78,0.21,0.13
5504,2.22,0.29,0.13
5505,0.58,0.39,0.13
5506,0.62,0.5,0.13
5507,1.35,0.56,0.13
5508,0.78,0.56,0.12
5509,0.61,0.53,0.12
5510,2.54,0.47,0.12
5511,1.07,0.38,0.11
5512,0.69,0.28,0.12
5513,1.37,0.17,0.12
5514,0.69,0.08,0.12
5515,0.71,0.02,0.12
5516,2.18,0.0,0.12
5517,1.63,0.0,0.12
5518,0.95,0.0,0.12
5519,0.78,0.0,0.11
5520,0.97,0.0,0.12
5521,0.75,0.0,0.11
5522,0.57,0.0,0.11
5523,0.55,0.0,0.11
5524,0.59,0.0,0.11
5525,1.53,0.01,0.12
5526,0.63,0.09,0.16
5527,0.59,0.2,0.25
5528,1.31,0.31,0.22
5529,0.55,0.4,0.25
5530,0.59,0.45,0.24
5531,0.59,0.51,0.23
5532,0.72,0.54,0.23
5533,1.1,0.51,0.25
5534,0.62,0.45,0.25
5535,0.7,0.37,0.24
5536,1.25,0.26,0.22
5537,0.64,0.16,0.24
5538,0.72,0.08,0.24
5539,0.66,0.02,0.24
5540,1.04,0.0,0.24
5541,1.3,0.0,0.25
5542,1.01,0.0,0.19
5543,0.92,0.0,0.13
5544,0.92,0.0,0.18
5545,0.93,0.0,0.17
5546,1.45,0.0,0.17
5547,0.84,0.0,0.18
5548,0.87,0.0,0.19
5549,0.93,0.01,0.2
5550,1.75,0.08,0.23
5551,0.75,0.2,0.23
5552,0.72,0.31,0.31
5553,0.76,0.4,0.31
5554,0.7,0.48,0.31
5555,0.73,0.53,0.31
5556,1.4,0.54,0.31
5557,1.67,0.52,0.23
5558,0.91,0.45,0.23
5559,1.14,0.36,0.22
5560,0.73,0.26,0.22
5561,1.19,0.15,0.22
5562,1.56,0.07,0.22
5563,1.36,0.01,0.22
5564,2.6,0.0,0.22
5565,1.4,0.0,0.22
5566,1.63,0.0,0.22
5567,0.64,0.0,0.21
5568,0.59,0.0,0.19
5569,0.59,0.0,0.17
5570,0.75,0.0,0.16
5571,0.95,0.0,0.15
5572,0.52,0.0,0.16
5573,1.04,0.01,0.18
5574,1.42,0.08,0.2
5575,0.56,0.19,0.22
5576,0.59,0.29,0.22
5577,1.13,0.39,0.23
5578,0.58,0.47,0.24
5579,0.55,0.52,0.22
5580,0.6,0.53,0.22
5581,0.69,0.51,0.22
5582,1.28,0.44,0.22
5583,1.68,0.35,0.22
5584,0.92,0.24,0.22
5585,2.44,0.14,0.2
5586,1.0,0.06,0.2
5587,1.99,0.01,0.2
5588,1.17,0.0,0.2
5589,0.82,0.0,0.2
5590,0.82,0.0,0.19
5591,1.36,0.0,0.15
5592,0.73,0.0,0.16
5593,1.24,0.0,0.16
5594,0.61,0.0,0.16
5595,0.55,0.0,0.16
5596,0.57,0.0,0.16
5597,0.54,0.01,0.16
5598,1.12,0.08,0.16
5599,0.58,0.2,0.17
5600,0.56,0.32,0.2
5601,0.85,0.38,0.21
5602,1.56,0.47,0.22
5603,0.86,0.42,0.2
5604,0.7,0.5,0.19
5605,1.42,0.5,0.16
5606,0.63,0.42,0.16
5607,0.97,0.33,0.16
5608,1.47,0.2,0.17
5609,2.45,0.08,0.21
5610,2.38,0.05,0.2
5611,1.4,0.01,0.2
5612,1.6,0.0,0.2
5613,1.28,0.0,0.19
5614,0.95,0.0,0.18
5615,0.66,0.0,0.16
5616,1.18,0.0,0.16
5617,0.57,0.0,0.16
5618,0.53,0.0,0.16
5619,0.5,0.0,0.14
5620,0.58,0.0,0.14
5621,1.07,0.01,0.14
5622,0.54,0.05,0.14
5623,0.54,0.17,0.15
5624,0.74,0.27,0.16
5625,1.61,0.37,0.17
5626,0.61,0.44,0.16
5627,0.57,0.5,0.17
5628,0.52,0.51,0.17
5629,0.53,0.49,0.17
5630,1.17,0.42,0.16
5631,2.14,0.34,0.15
5632,0.55,0.24,0.15
5633,0.53,0.14,0.16
5634,0.61,0.05,0.17
5635,1.96,0.01,0.18
5636,2.81,0.0,0.18
5637,1.95,0.0,0.17
5638,0.9,0.0,0.16
5639,0.77,0.0,0.14
5640,0.66,0.0,0.13
5641,0.84,0.0,0.13
5642,0.88,0.0,0.13
5643,0.51,0.0,0.13
5644,0.55,0.0,0.13
5645,0.49,0.01,0.17
5646,1.09,0.07,0.2
