,Load [kWh/h],PV output [kWh/h,Prices [NOK/kWh]
2854,2.11,0.0,0.21
2855,1.65,0.0,0.2
2856,1.58,0.0,0.21
2857,2.17,0.0,0.21
2858,1.68,0.0,0.21
2859,1.59,0.0,0.21
2860,1.57,0.01,0.21
2861,1.59,0.02,0.21
2862,2.0,0.13,0.22
2863,2.55,0.28,0.24
2864,1.61,0.3,0.25
2865,2.29,0.37,0.24
2866,1.85,0.36,0.24
2867,1.75,0.64,0.23
2868,2.36,0.47,0.23
2869,3.75,0.24,0.23
2870,1.98,0.12,0.22
2871,2.84,0.06,0.22
2872,1.53,0.03,0.22
2873,2.45,0.02,0.22
2874,2.47,0.01,0.22
2875,2.49,0.0,0.22
2876,1.81,0.0,0.22
2877,2.2,0.0,0.22
2878,2.38,0.0,0.22
2879,1.67,0.0,0.21
2880,2.15,0.0,0.21
2881,1.46,0.0,0.21
2882,1.39,0.0,0.21
2883,1.51,0.0,0.21
2884,2.04,0.0,0.21
2885,1.47,0.02,0.21
2886,1.5,0.12,0.21
2887,1.58,0.29,0.21
2888,2.12,0.23,0.22
2889,1.75,0.18,0.22
2890,3.4,0.28,0.22
2891,3.02,0.22,0.22
2892,1.93,0.17,0.22
2893,3.34,0.23,0.22
2894,1.96,0.17,0.22
2895,1.46,0.14,0.21
2896,2.15,0.18,0.21
2897,4.24,0.19,0.21
2898,2.75,0.13,0.22
2899,1.58,0.04,0.22
2900,2.58,0.0,0.22
2901,1.79,0.0,0.22
2902,1.81,0.0,0.22
2903,2.31,0.0,0.22
2904,1.55,0.0,0.22
2905,1.68,0.0,0.22
2906,1.88,0.0,0.22
2907,1.45,0.0,0.22
2908,1.4,0.01,0.22
2909,1.48,0.04,0.22
2910,2.39,0.15,0.22
2911,3.3,0.24,0.22
2912,4.21,0.21,0.22
2913,3.15,0.49,0.22
2914,2.47,0.64,0.23
2915,1.52,0.35,0.22
2916,1.43,0.27,0.22
2917,2.24,0.43,0.22
2918,3.48,0.63,0.22
2919,2.35,0.49,0.22
2920,1.89,0.22,0.22
2921,2.01,0.09,0.22
2922,1.43,0.04,0.22
2923,3.28,0.01,0.22
2924,2.95,0.0,0.22
2925,1.44,0.0,0.22
2926,1.76,0.0,0.22
2927,2.36,0.0,0.22
2928,1.38,0.0,0.22
2929,1.41,0.0,0.22
2930,1.45,0.0,0.22
2931,1.68,0.0,0.22
2932,1.82,0.0,0.22
2933,1.48,0.02,0.22
2934,1.38,0.06,0.22
2935,4.07,0.08,0.22
2936,4.03,0.22,0.22
2937,2.88,0.32,0.22
2938,2.32,0.41,0.22
2939,3.0,0.39,0.22
2940,1.41,0.36,0.22
2941,1.72,0.24,0.22
2942,1.84,0.41,0.22
2943,2.2,0.12,0.22
2944,1.81,0.25,0.22
2945,1.59,0.2,0.22
2946,1.82,0.11,0.22
2947,1.67,0.03,0.22
2948,2.37,0.0,0.22
2949,1.53,0.0,0.22
2950,1.51,0.0,0.22
2951,1.47,0.0,0.22
2952,2.21,0.0,0.22
2953,1.38,0.0,0.22
2954,1.34,0.0,0.21
2955,1.39,0.0,0.21
2956,1.82,0.01,0.21
2957,2.11,0.05,0.22
2958,2.48,0.11,0.22
2959,1.42,0.14,0.24
2960,2.07,0.17,0.27
2961,1.33,0.26,0.26
2962,1.39,0.19,0.25
2963,1.34,0.15,0.24
2964,1.28,0.12,0.24
2965,1.92,0.15,0.24
2966,1.59,0.07,0.24
2967,3.44,0.01,0.24
2968,2.62,0.02,0.23
2969,1.57,0.02,0.24
2970,2.16,0.01,0.24
2971,1.75,0.0,0.25
2972,1.83,0.0,0.25
2973,2.41,0.0,0.25
2974,1.62,0.0,0.24
2975,1.37,0.0,0.23
2976,1.89,0.0,0.21
2977,1.5,0.0,0.21
2978,1.36,0.0,0.21
2979,1.4,0.0,0.21
2980,1.44,0.01,0.21
2981,2.98,0.05,0.21
2982,3.46,0.06,0.22
2983,2.57,0.15,0.25
2984,1.5,0.23,0.26
2985,1.26,0.34,0.25
2986,1.25,0.49,0.24
2987,2.92,0.56,0.24
2988,4.5,0.65,0.24
2989,2.09,0.62,0.23
2990,1.9,0.53,0.22
2991,2.56,0.45,0.22
2992,1.92,0.32,0.22
2993,1.54,0.18,0.21
2994,2.59,0.08,0.22
2995,2.43,0.04,0.22
2996,0.99,0.0,0.21
2997,1.13,0.0,0.21
2998,1.18,0.0,0.21
2999,1.73,0.0,0.21
3000,0.94,0.0,0.2
3001,0.88,0.0,0.2
3002,0.89,0.0,0.2
3003,1.4,0.0,0.2
3004,1.07,0.01,0.2
3005,0.9,0.02,0.2
3006,0.98,0.04,0.21
3007,1.95,0.04,0.22
3008,1.07,0.06,0.23
3009,1.28,0.08,0.23
3010,1.29,0.11,0.23
3011,1.48,0.13,0.23
3012,1.81,0.07,0.21
3013,1.56,0.07,0.21
3014,1.16,0.04,0.21
3015,1.54,0.03,0.21
3016,1.96,0.03,0.21
3017,1.48,0.03,0.21
3018,1.36,0.01,0.22
3019,1.35,0.01,0.22
3020,2.27,0.0,0.22
3021,1.83,0.0,0.22
3022,2.5,0.0,0.21
3023,1.27,0.0,0.21
3024,0.84,0.0,0.21
3025,0.9,0.0,0.21
3026,1.48,0.0,0.2
3027,0.93,0.0,0.21
3028,0.97,0.01,0.21
3029,1.12,0.06,0.21
3030,3.01,0.17,0.21
3031,1.62,0.29,0.22
3032,1.57,0.38,0.22
3033,1.68,0.52,0.22
3034,1.56,0.6,0.22
3035,2.75,0.57,0.22
3036,0.92,0.17,0.22
3037,0.98,0.39,0.22
3038,1.01,0.53,0.22
3039,2.39,0.48,0.22
3040,2.01,0.25,0.22
3041,2.99,0.16,0.21
3042,1.3,0.11,0.21
3043,1.81,0.02,0.21
3044,1.47,0.0,0.21
3045,2.69,0.0,0.22
3046,2.77,0.0,0.21
3047,2.57,0.0,0.21
3048,0.9,0.0,0.2
3049,0.88,0.0,0.18
3050,0.94,0.0,0.18
3051,1.26,0.0,0.18
3052,1.14,0.0,0.18
3053,0.92,0.0,0.19
3054,2.08,0.01,0.23
3055,1.37,0.02,0.26
3056,1.86,0.05,0.26
3057,1.74,0.04,0.27
3058,1.6,0.08,0.26
3059,1.36,0.06,0.26
3060,1.47,0.11,0.24
3061,1.83,0.14,0.22
3062,1.6,0.09,0.21
3063,2.32,0.12,0.21
3064,2.94,0.11,0.21
3065,2.23,0.04,0.21
3066,3.42,0.04,0.21
3067,3.51,0.01,0.21
3068,2.47,0.0,0.21
3069,2.62,0.0,0.21
3070,1.86,0.0,0.21
3071,1.43,0.0,0.19
3072,2.2,0.0,0.18
3073,1.48,0.0,0.18
3074,1.43,0.0,0.18
3075,1.37,0.0,0.18
3076,1.95,0.01,0.18
3077,1.41,0.02,0.18
3078,1.4,0.1,0.19
3079,1.36,0.05,0.19
3080,2.0,0.12,0.2
3081,2.36,0.32,0.2
3082,1.7,0.18,0.2
3083,3.76,0.28,0.2
3084,2.56,0.18,0.2
3085,3.44,0.34,0.2
3086,3.43,0.47,0.2
3087,1.53,0.49,0.2
3088,1.32,0.35,0.2
3089,2.04,0.23,0.2
3090,2.12,0.12,0.2
3091,2.3,0.05,0.2
3092,1.46,0.01,0.2
3093,1.63,0.0,0.2
3094,2.43,0.0,0.19
3095,1.54,0.0,0.19
3096,1.81,0.0,0.18
3097,1.75,0.0,0.18
3098,1.41,0.0,0.18
3099,1.4,0.0,0.18
3100,2.01,0.01,0.18
3101,1.37,0.02,0.17
3102,1.42,0.05,0.18
3103,1.39,0.18,0.18
3104,2.44,0.25,0.18
3105,1.44,0.19,0.18
3106,1.44,0.2,0.18
3107,1.43,0.34,0.18
3108,2.0,0.3,0.18
3109,1.38,0.55,0.18
3110,1.35,0.58,0.18
3111,1.74,0.41,0.18
3112,1.82,0.31,0.18
3113,4.16,0.28,0.18
3114,2.19,0.08,0.18
3115,3.61,0.03,0.2
3116,2.69,0.01,0.2
3117,2.8,0.0,0.21
3118,1.75,0.0,0.21
3119,2.15,0.0,0.19
3120,1.66,0.0,0.18
3121,1.57,0.0,0.18
3122,1.58,0.0,0.18
3123,1.16,0.0,0.18
3124,0.99,0.01,0.18
3125,1.3,0.04,0.18
3126,2.3,0.11,0.21
3127,2.29,0.07,0.31
3128,1.1,0.06,0.34
3129,1.19,0.1,0.32
3130,1.04,0.12,0.28
3131,1.56,0.11,0.25
3132,1.01,0.37,0.22
3133,1.01,0.33,0.22
3134,1.41,0.18,0.22
3135,2.17,0.09,0.22
3136,1.35,0.06,0.22
3137,1.05,0.08,0.22
3138,2.63,0.04,0.21
3139,1.49,0.01,0.21
3140,1.99,0.0,0.21
3141,2.86,0.0,0.21
3142,1.25,0.0,0.21
3143,1.14,0.0,0.21
3144,0.94,0.0,0.19
3145,1.14,0.0,0.19
3146,1.35,0.0,0.19
3147,0.93,0.0,0.19
3148,1.01,0.01,0.19
3149,1.28,0.02,0.2
3150,3.15,0.02,0.21
3151,2.41,0.08,0.23
3152,3.32,0.17,0.26
3153,2.08,0.11,0.26
3154,1.29,0.17,0.25
3155,2.22,0.23,0.25
3156,2.98,0.32,0.25
3157,2.55,0.6,0.23
3158,1.83,0.49,0.21
3159,3.23,0.48,0.21
3160,1.61,0.1,0.21
3161,1.52,0.01,0.22
3162,2.01,0.01,0.22
3163,1.38,0.0,0.2
3164,1.53,0.0,0.2
3165,2.01,0.0,0.2
3166,1.53,0.0,0.2
3167,1.27,0.0,0.2
3168,1.21,0.0,0.2
3169,1.51,0.0,0.19
3170,1.52,0.0,0.19
3171,1.16,0.0,0.19
3172,1.22,0.01,0.19
3173,1.58,0.03,0.19
3174,2.95,0.04,0.2
3175,2.99,0.08,0.2
3176,1.48,0.06,0.21
3177,1.22,0.13,0.21
3178,1.47,0.13,0.21
3179,1.52,0.29,0.21
3180,1.23,0.13,0.2
3181,1.18,0.05,0.2
3182,1.47,0.16,0.2
3183,2.07,0.19,0.2
3184,2.07,0.13,0.2
3185,3.1,0.04,0.2
3186,2.32,0.02,0.2
3187,1.49,0.0,0.2
3188,1.59,0.0,0.2
3189,2.38,0.0,0.2
3190,1.58,0.0,0.2
3191,2.07,0.0,0.2
3192,1.32,0.0,0.19
3193,1.23,0.0,0.19
3194,1.65,0.0,0.19
3195,1.38,0.0,0.19
3196,1.19,0.01,0.19
3197,1.2,0.02,0.19
3198,1.16,0.07,0.19
3199,3.62,0.16,0.19
3200,3.33,0.26,0.2
3201,2.55,0.4,0.2
3202,2.15,0.55,0.2
3203,1.43,0.45,0.2
3204,2.08,0.3,0.2
3205,1.85,0.35,0.2
3206,3.07,0.24,0.2
3207,2.97,0.41,0.2
3208,3.35,0.37,0.18
3209,2.96,0.12,0.18
3210,3.44,0.05,0.18
3211,3.23,0.02,0.19
3212,3.16,0.0,0.19
3213,1.97,0.0,0.19
3214,1.63,0.0,0.19
3215,2.02,0.0,0.18
3216,1.53,0.0,0.18
3217,1.23,0.0,0.17
3218,1.25,0.0,0.16
3219,1.33,0.0,0.16
3220,1.79,0.02,0.16
3221,1.23,0.02,0.17
3222,1.25,0.06,0.19
3223,1.91,0.24,0.19
3224,3.67,0.15,0.19
3225,2.94,0.19,0.2
3226,1.71,0.4,0.2
3227,2.07,0.47,0.19
3228,1.39,0.3,0.19
3229,1.21,0.28,0.19
3230,1.29,0.23,0.19
3231,1.3,0.25,0.19
3232,2.19,0.16,0.19
3233,2.59,0.25,0.19
3234,1.96,0.05,0.19
3235,2.59,0.02,0.19
3236,1.13,0.01,0.19
3237,0.85,0.0,0.19
3238,1.48,0.0,0.19
3239,0.82,0.0,0.19
3240,0.71,0.0,0.18
3241,1.28,0.0,0.18
3242,0.65,0.0,0.18
3243,0.63,0.0,0.17
3244,0.66,0.02,0.17
3245,1.03,0.04,0.17
3246,0.83,0.18,0.17
3247,1.54,0.34,0.18
3248,2.68,0.43,0.18
3249,2.62,0.55,0.18
3250,1.4,0.39,0.18
3251,1.15,0.58,0.18
3252,1.52,0.44,0.18
3253,1.01,0.36,0.18
3254,1.7,0.32,0.17
3255,2.32,0.19,0.17
3256,2.91,0.09,0.17
3257,1.7,0.06,0.17
3258,1.05,0.03,0.17
3259,1.88,0.01,0.17
3260,1.67,0.0,0.17
3261,1.82,0.0,0.17
3262,0.98,0.0,0.17
3263,0.77,0.0,0.17
3264,1.42,0.0,0.18
3265,0.59,0.0,0.17
3266,0.61,0.0,0.17
3267,1.24,0.0,0.17
3268,0.65,0.01,0.17
3269,0.63,0.01,0.17
3270,0.62,0.04,0.17
3271,2.3,0.07,0.17
3272,1.61,0.11,0.18
3273,1.27,0.17,0.18
3274,0.71,0.25,0.18
3275,0.72,0.24,0.18
3276,1.12,0.23,0.18
3277,0.64,0.3,0.18
3278,0.64,0.11,0.18
3279,0.97,0.18,0.17
3280,2.06,0.19,0.17
3281,1.76,0.15,0.17
3282,1.04,0.09,0.17
3283,1.6,0.03,0.18
3284,2.42,0.01,0.18
3285,1.56,0.0,0.18
3286,1.35,0.0,0.18
3287,2.04,0.0,0.18
3288,1.35,0.0,0.18
3289,1.32,0.0,0.18
3290,1.32,0.0,0.18
3291,1.82,0.0,0.18
3292,1.29,0.01,0.18
3293,2.39,0.03,0.18
3294,1.61,0.04,0.2
3295,2.07,0.14,0.25
3296,1.29,0.19,0.3
3297,1.23,0.34,0.3
3298,1.18,0.73,0.26
3299,1.76,0.46,0.26
3300,1.26,0.29,0.26
3301,1.27,0.52,0.25
3302,1.75,0.7,0.23
3303,4.25,0.37,0.22
3304,2.82,0.3,0.22
3305,2.44,0.28,0.23
3306,1.89,0.16,0.23
3307,2.31,0.07,0.22
3308,2.56,0.02,0.21
3309,1.49,0.0,0.21
3310,2.23,0.0,0.2
3311,1.33,0.0,0.19
3312,1.21,0.0,0.18
3313,1.21,0.0,0.17
3314,1.22,0.0,0.17
3315,1.8,0.01,0.17
3316,1.2,0.03,0.17
3317,1.23,0.12,0.18
3318,2.25,0.22,0.2
3319,1.26,0.39,0.23
3320,1.6,0.47,0.25
3321,3.82,0.58,0.25
3322,2.22,0.7,0.25
3323,2.02,0.65,0.24
3324,1.68,0.26,0.23
3325,1.96,0.27,0.22
3326,1.73,0.45,0.21
3327,2.21,0.22,0.21
3328,1.48,0.11,0.21
3329,1.51,0.05,0.21
3330,1.49,0.02,0.21
3331,2.18,0.01,0.21
3332,2.67,0.0,0.21
3333,1.59,0.0,0.21
3334,1.38,0.0,0.21
3335,1.22,0.0,0.19
3336,1.6,0.0,0.18
3337,0.81,0.0,0.18
3338,0.83,0.0,0.18
3339,0.84,0.0,0.18
3340,0.77,0.01,0.18
3341,2.08,0.06,0.19
3342,2.24,0.15,0.23
3343,0.87,0.22,0.25
3344,1.57,0.1,0.33
3345,0.85,0.2,0.29
3346,1.48,0.29,0.28
3347,0.74,0.54,0.27
3348,0.8,0.7,0.26
3349,0.89,0.72,0.27
3350,1.83,0.59,0.26
3351,1.02,0.12,0.26
3352,1.32,0.11,0.24
3353,1.62,0.05,0.26
3354,2.75,0.02,0.25
3355,3.35,0.01,0.26
3356,3.37,0.0,0.26
3357,2.03,0.0,0.26
3358,1.44,0.0,0.23
3359,2.0,0.0,0.2
3360,1.22,0.0,0.19
3361,1.16,0.0,0.18
3362,1.78,0.0,0.18
3363,1.21,0.0,0.18
3364,1.11,0.01,0.18
3365,1.44,0.05,0.2
3366,2.08,0.15,0.23
3367,1.28,0.19,0.3
3368,1.22,0.27,0.42
3369,1.2,0.17,0.36
3370,1.71,0.39,0.34
3371,1.26,0.69,0.34
3372,1.47,0.74,0.3
3373,1.99,0.39,0.28
3374,1.43,0.55,0.27
3375,1.43,0.5,0.25
3376,2.62,0.39,0.25
3377,1.34,0.23,0.26
3378,1.47,0.13,0.29
3379,1.63,0.06,0.28
3380,3.22,0.01,0.27
3381,2.63,0.0,0.27
3382,3.23,0.0,0.23
3383,1.39,0.0,0.2
3384,1.36,0.0,0.19
3385,1.85,0.0,0.18
3386,1.43,0.0,0.18
3387,1.31,0.0,0.17
3388,1.29,0.01,0.17
3389,1.23,0.01,0.18
3390,2.05,0.04,0.2
3391,2.09,0.07,0.23
3392,1.36,0.07,0.23
3393,1.29,0.06,0.23
3394,1.46,0.1,0.22
3395,2.03,0.11,0.22
3396,1.55,0.07,0.2
3397,2.33,0.06,0.2
3398,2.73,0.07,0.19
3399,3.47,0.08,0.19
3400,2.73,0.07,0.18
3401,1.62,0.08,0.19
3402,2.0,0.02,0.19
3403,2.38,0.01,0.18
3404,2.87,0.0,0.18
3405,2.94,0.0,0.18
3406,2.05,0.0,0.18
3407,3.53,0.0,0.17
3408,3.19,0.0,0.15
3409,1.95,0.0,0.12
3410,1.29,0.0,0.11
3411,1.25,0.01,0.1
3412,1.18,0.02,0.1
3413,1.85,0.04,0.1
3414,1.26,0.07,0.13
3415,3.73,0.15,0.15
3416,3.94,0.15,0.17
3417,1.06,0.18,0.18
3418,1.13,0.11,0.18
3419,0.87,0.19,0.18
3420,0.82,0.17,0.17
3421,0.81,0.21,0.17
3422,0.79,0.27,0.16
3423,1.39,0.24,0.16
3424,0.83,0.38,0.16
3425,0.77,0.15,0.17
3426,0.79,0.12,0.17
3427,1.14,0.06,0.17
3428,2.1,0.02,0.17
3429,1.66,0.0,0.17
3430,3.47,0.0,0.18
3431,2.59,0.0,0.17
3432,0.87,0.0,0.17
3433,0.83,0.0,0.17
3434,0.85,0.0,0.16
3435,1.27,0.01,0.15
3436,0.96,0.04,0.15
3437,0.85,0.04,0.13
3438,0.81,0.13,0.13
3439,0.81,0.13,0.14
3440,1.76,0.18,0.16
3441,4.02,0.21,0.17
3442,2.28,0.22,0.17
3443,2.61,0.28,0.18
3444,2.87,0.42,0.17
3445,4.33,0.61,0.17
3446,3.22,0.38,0.16
3447,3.74,0.26,0.16
3448,2.4,0.13,0.16
3449,2.32,0.08,0.17
3450,2.18,0.04,0.17
3451,1.83,0.01,0.19
3452,1.92,0.0,0.19
3453,2.3,0.0,0.19
3454,1.6,0.0,0.19
3455,2.99,0.0,0.18
3456,2.14,0.0,0.18
3457,1.82,0.0,0.16
3458,1.21,0.0,0.15
3459,1.87,0.0,0.14
3460,1.23,0.01,0.13
3461,1.22,0.03,0.16
3462,1.21,0.04,0.18
3463,1.21,0.06,0.19
3464,3.02,0.08,0.19
3465,1.94,0.1,0.2
3466,2.26,0.15,0.2
3467,2.39,0.11,0.21
3468,2.01,0.13,0.21
3469,1.66,0.15,0.19
3470,2.88,0.09,0.19
3471,2.47,0.13,0.19
3472,2.28,0.1,0.18
3473,2.42,0.05,0.19
3474,1.58,0.04,0.2
3475,1.73,0.03,0.2
3476,2.12,0.01,0.2
3477,2.86,0.0,0.21
3478,1.74,0.0,0.2
3479,1.54,0.0,0.19
3480,1.99,0.0,0.19
3481,1.4,0.0,0.18
3482,1.35,0.0,0.18
3483,1.7,0.0,0.18
3484,1.21,0.02,0.18
3485,1.25,0.05,0.19
3486,3.5,0.16,0.2
3487,1.82,0.27,0.24
3488,1.25,0.16,0.29
3489,1.22,0.2,0.29
3490,1.83,0.14,0.29
3491,1.72,0.21,0.29
3492,2.09,0.09,0.24
3493,1.34,0.11,0.23
3494,2.32,0.15,0.22
3495,3.6,0.08,0.22
3496,2.05,0.14,0.21
3497,4.13,0.08,0.21
3498,1.57,0.08,0.22
3499,1.96,0.04,0.22
3500,2.34,0.01,0.22
3501,1.55,0.0,0.22
3502,1.53,0.0,0.2
3503,1.75,0.0,0.18
3504,1.69,0.0,0.17
3505,1.21,0.0,0.16
3506,1.21,0.0,0.16
3507,1.24,0.01,0.15
3508,1.8,0.02,0.15
3509,1.23,0.04,0.17
3510,1.3,0.03,0.18
3511,2.01,0.06,0.22
3512,1.29,0.16,0.24
3513,1.22,0.1,0.23
3514,1.78,0.09,0.23
3515,1.94,0.16,0.23
3516,1.57,0.2,0.23
3517,1.41,0.26,0.22
3518,1.39,0.39,0.22
3519,1.45,0.49,0.21
3520,2.07,0.16,0.2
3521,2.45,0.12,0.21
3522,1.88,0.09,0.24
3523,1.58,0.03,0.24
3524,2.22,0.02,0.21
3525,2.65,0.0,0.2
3526,1.65,0.0,0.19
3527,2.28,0.0,0.18
3528,1.4,0.0,0.17
3529,1.42,0.0,0.17
3530,1.38,0.0,0.16
3531,1.86,0.01,0.16
3532,1.23,0.03,0.16
3533,1.91,0.11,0.17
3534,2.02,0.26,0.19
3535,0.82,0.37,0.21
3536,1.09,0.49,0.23
3537,1.05,0.6,0.23
3538,0.79,0.67,0.23
3539,0.75,0.67,0.22
3540,0.78,0.65,0.22
3541,1.32,0.56,0.21
3542,0.75,0.28,0.21
3543,0.89,0.14,0.21
3544,1.61,0.11,0.19
3545,1.57,0.08,0.19
3546,1.51,0.07,0.19
3547,3.17,0.07,0.19
3548,1.54,0.01,0.19
3549,2.36,0.0,0.19
3550,1.3,0.0,0.18
3551,1.19,0.0,0.17
3552,1.19,0.0,0.15
3553,1.79,0.0,0.14
3554,1.28,0.0,0.13
3555,1.21,0.0,0.13
3556,1.23,0.01,0.13
3557,1.17,0.01,0.16
3558,2.18,0.03,0.18
3559,1.23,0.04,0.2
3560,1.16,0.07,0.23
3561,1.24,0.1,0.2
3562,1.73,0.09,0.19
3563,1.21,0.23,0.19
3564,1.2,0.22,0.19
3565,1.3,0.1,0.18
3566,1.37,0.05,0.18
3567,2.04,0.03,0.18
3568,1.44,0.03,0.18
3569,1.35,0.03,0.18
3570,1.46,0.04,0.19
3571,1.43,0.03,0.19
3572,1.53,0.01,0.19
3573,2.18,0.0,0.19
3574,1.44,0.0,0.19
3575,1.49,0.0,0.18
3576,1.45,0.0,0.16
3577,1.46,0.0,0.14
3578,1.44,0.0,0.13
3579,1.81,0.01,0.12
3580,1.25,0.02,0.11
3581,1.17,0.12,0.11
3582,1.19,0.23,0.12
3583,1.22,0.38,0.14
3584,2.01,0.4,0.16
3585,1.67,0.58,0.17
3586,1.66,0.45,0.16
3587,1.35,0.39,0.16
3588,1.4,0.41,0.14
3589,1.07,0.37,0.13
3590,0.81,0.27,0.13
3591,1.48,0.28,0.13
3592,1.41,0.07,0.12
3593,0.93,0.2,0.15
3594,1.0,0.1,0.16
3595,1.38,0.03,0.16
3596,1.89,0.0,0.15
3597,2.13,0.0,0.15
3598,1.08,0.0,0.15
3599,0.95,0.0,0.14
3600,0.85,0.0,0.12
3601,1.37,0.0,0.11
3602,0.8,0.0,0.1
3603,0.71,0.0,0.09
3604,0.81,0.0,0.08
3605,0.71,0.01,0.08
3606,1.36,0.04,0.1
3607,0.73,0.03,0.1
3608,1.79,0.04,0.12
3609,1.32,0.03,0.14
3610,0.82,0.06,0.13
3611,0.9,0.15,0.14
3612,1.94,0.35,0.13
3613,1.34,0.17,0.11
3614,0.95,0.03,0.1
3615,0.87,0.18,0.09
3616,1.04,0.24,0.09
3617,1.85,0.22,0.12
3618,1.04,0.05,0.14
3619,1.84,0.03,0.15
3620,2.72,0.01,0.15
3621,2.56,0.0,0.15
3622,1.14,0.0,0.14
3623,0.94,0.0,0.12
3624,0.89,0.0,0.11
3625,1.49,0.0,0.1
3626,0.79,0.0,0.08
3627,0.75,0.01,0.08
3628,0.83,0.02,0.09
3629,1.04,0.03,0.13
3630,1.32,0.1,0.17
3631,0.87,0.18,0.2
3632,0.81,0.16,0.2
3633,0.81,0.11,0.19
3634,1.28,0.08,0.19
3635,0.81,0.07,0.18
3636,0.81,0.08,0.18
3637,0.85,0.09,0.18
3638,0.85,0.08,0.18
3639,1.1,0.08,0.18
3640,1.73,0.05,0.18
3641,2.56,0.03,0.18
3642,1.77,0.01,0.18
3643,1.53,0.01,0.18
3644,1.82,0.0,0.18
3645,1.02,0.0,0.18
3646,1.31,0.0,0.18
3647,1.2,0.0,0.17
3648,0.79,0.0,0.15
3649,0.72,0.0,0.1
3650,0.8,0.0,0.09
3651,1.37,0.0,0.07
3652,0.76,0.02,0.07
3653,0.85,0.13,0.1
3654,0.84,0.22,0.16
3655,1.42,0.38,0.18
3656,0.86,0.51,0.2
3657,0.81,0.65,0.21
3658,0.79,0.69,0.21
3659,0.82,0.7,0.19
3660,1.33,0.28,0.17
3661,0.76,0.48,0.16
3662,0.88,0.23,0.15
3663,2.03,0.09,0.15
3664,1.51,0.04,0.15
3665,1.33,0.03,0.15
3666,1.12,0.04,0.16
3667,1.78,0.02,0.15
3668,1.11,0.01,0.15
3669,1.23,0.01,0.15
3670,1.47,0.0,0.13
3671,0.93,0.0,0.08
3672,1.09,0.0,0.08
3673,1.2,0.0,0.05
3674,0.78,0.0,0.05
3675,0.8,0.01,0.04
3676,0.77,0.02,0.05
3677,1.41,0.02,0.08
3678,2.02,0.03,0.15
3679,1.46,0.03,0.16
3680,1.06,0.06,0.17
3681,0.93,0.08,0.17
3682,0.93,0.08,0.17
3683,0.9,0.04,0.17
3684,1.7,0.05,0.17
3685,1.04,0.13,0.17
3686,0.89,0.04,0.17
3687,1.26,0.07,0.16
3688,1.88,0.07,0.16
3689,2.35,0.04,0.16
3690,1.99,0.02,0.16
3691,2.91,0.01,0.16
3692,1.95,0.01,0.16
3693,2.48,0.0,0.15
3694,1.11,0.0,0.15
3695,1.04,0.0,0.11
3696,0.91,0.0,0.11
3697,1.46,0.0,0.1
3698,0.89,0.0,0.09
3699,0.89,0.0,0.1
3700,0.91,0.02,0.13
3701,0.99,0.06,0.14
3702,2.46,0.09,0.16
3703,1.32,0.08,0.22
3704,1.04,0.09,0.2
3705,0.78,0.13,0.21
3706,1.17,0.15,0.21
3707,2.42,0.17,0.2
3708,1.47,0.16,0.18
3709,0.9,0.23,0.17
3710,0.91,0.16,0.16
3711,1.78,0.41,0.17
3712,1.74,0.14,0.17
3713,1.03,0.08,0.17
3714,1.61,0.04,0.17
3715,1.74,0.03,0.18
3716,1.54,0.01,0.18
3717,1.55,0.0,0.18
3718,0.89,0.0,0.17
3719,0.8,0.0,0.16
3720,1.36,0.0,0.14
3721,0.8,0.0,0.12
3722,0.78,0.0,0.11
3723,0.77,0.01,0.1
3724,0.93,0.03,0.11
3725,1.28,0.04,0.11
3726,0.86,0.1,0.15
3727,0.91,0.08,0.18
3728,1.44,0.12,0.2
3729,0.99,0.1,0.21
3730,0.91,0.25,0.23
3731,0.92,0.14,0.21
3732,0.93,0.2,0.2
3733,1.0,0.5,0.18
3734,1.46,0.23,0.17
3735,2.65,0.2,0.16
3736,1.91,0.27,0.16
3737,1.91,0.26,0.15
3738,1.69,0.15,0.15
3739,1.27,0.06,0.15
3740,1.08,0.02,0.14
3741,1.07,0.0,0.14
3742,1.55,0.0,0.13
3743,1.15,0.0,0.12
3744,0.88,0.0,0.09
3745,0.79,0.0,0.07
3746,1.35,0.0,0.07
3747,0.79,0.0,0.06
3748,0.8,0.0,0.05
3749,0.78,0.01,0.06
3750,0.77,0.03,0.07
3751,1.76,0.02,0.09
3752,2.39,0.05,0.11
3753,1.4,0.05,0.13
3754,2.16,0.06,0.14
3755,2.43,0.07,0.13
3756,1.06,0.14,0.12
3757,0.96,0.2,0.11
3758,1.04,0.05,0.1
3759,1.8,0.01,0.09
3760,2.39,0.02,0.08
3761,3.54,0.01,0.08
3762,3.33,0.0,0.09
3763,4.6,0.01,0.09
3764,3.2,0.01,0.08
3765,1.1,0.0,0.08
3766,1.09,0.0,0.08
3767,1.65,0.0,0.07
3768,0.82,0.0,0.05
3769,0.79,0.0,0.05
3770,0.82,0.0,0.05
3771,0.99,0.0,0.04
3772,1.18,0.01,0.04
3773,0.82,0.04,0.04
3774,0.78,0.03,0.04
3775,0.85,0.02,0.04
3776,1.54,0.09,0.07
3777,0.8,0.1,0.08
3778,0.85,0.05,0.09
3779,0.89,0.06,0.1
3780,1.08,0.14,0.09
3781,1.64,0.08,0.09
3782,1.21,0.19,0.07
3783,1.94,0.05,0.07
3784,1.07,0.06,0.08
